next_page,reviews__id,reviews__review_data,reviews__name,reviews__rating,reviews__title,reviews__review
,R34O721EBJPQX2,"Reviewed in the United States on December 26, 2018",Rick,5,Awesome!,"Got this on sale, thought it looked cooler than the regular Sandisk SD cards for my switch (even though I will never see it). Great quality"
,R1O9DNAU75J7AO,"Reviewed in the United States on October 15, 2019",D. Fishman,1,"""Corrupted Data""","I haven't been able to get this disk to work. Once inserted I was asked to format which it said was completed successfully. I could see the disk and capacity under data management. But anytime I download something I'm unable to open the game afterward and the error says ""Corrupted Data"". This is extremely frustrating after waiting for multiple hours for a hefty download only to have it fail. I'm going to try erasing and formatting the disk one more time but seems like this is going to be a returned item."
4.0,R30BBXZVI1TK3Y,"Reviewed in the United States on January 22, 2019",Jo_rauf,5,Perfect for my switch,"I ran out of space on my Nintendo switch, so bought this. It's exactly what I needed and about the same price as other ones I saw."
,R2IHVB3KOTI04A,"Reviewed in the United States on April 7, 2019",Amy Stratman,1,Garbage,"Does not work at all. I had to search how to use this card because no matter what I did, the Switch would not recognize it. I tried putting it in properly, turning the Switch on and off, trying it in my computer, ..it simply is a dead sd card"
,R30FRZ6UUKKGHS,"Reviewed in the United States on June 11, 2019",Scuba G,1,Microsoft no good,Purchased this for my sons Nintendo switch which it is specifically made for put it in my switch and it wouldn’t format called customer service and they keep telling me I need a computer to format this switch. Well the gaming console is a gaming computer. They refuse to even listen to me saying it I need to call Nintendo for the help!!!
,RWJ89BWFYL1U4,"Reviewed in the United States on January 18, 2019",Kaspar Mazeika,1,Doesnt work,Upon inserting it into my switch a message came up saying it had to be formatted. It formatted the sd card but when the console restarted the same message came up. It doesnt work
,R34PZKLT0O4I80,"Reviewed in the United States on February 6, 2019",Betty Boop,1,Very disappointed,Keep getting error message stating system is unable to read card.
,R1FQOQY691J1GP,"Reviewed in the United States on December 19, 2018",R. Grimarez,5,Great Sd Card for the Switch,Great accessory for the switch. Recommended.
,R2FPM4IDCSOOEE,"Reviewed in the United States on February 1, 2019",Jake,1,Don’t waste your money,The card will not read in my system. The switch is up to date (version 7.0.0) keeps giving me an error message 2016-0641 and upon following the instructions doesn’t solve the problem.
,R634O203MKOMO,"Reviewed in the United States on January 28, 2019",Jim,5,If its nintendo use there products,Half the price of local stores. Good starting size for switch. No format needed just push it in and do the update. And start playing games
,R2HNSKV6UTN5QO,"Reviewed in the United States on August 22, 2019",Jack T.,5,Great card!,"I got the 128GB version of this MicroSD card, and it works like a charm! Yes, I know you pay more for the same storage just because there's a Nintendo logo slapped on the card, but after reading so many reviews about fake cards, I figured these are more likely to be authentic. Looks like I was right too, I ordered two of these and H2testw confirmed both are perfectly fine. Paying an extra $5 is worth the peace of mind. One more thing, yes, the actual formatted capacity is 119GB. That's completely normal. Lastly, make sure the item you're buying is shipped and sold by ""Amazon.com Services, Inc"" and not a third party seller. Anywho, couldn't be happier with my purchase!"
,R1G97OSSZP6U4K,"Reviewed in the United States on July 7, 2019",Milly ,1,Product was defective upon arrival,"Dont Buy! For some reason I'm having to write another review because the original one I posted seemed to some how dissapeare. The microSD simply did not work. I continously got an error telling me to restart my switch and reinsert the SD card but it didn't work. I then used a a different microSD card I had laying around which worked perfectly with my switch. When I instered this microSD into my computer it wouldn't even detect it! The most frustrating part was the 10-15 minutes speaking to a SanDisk representative. After using the technical support rep with amazon, they were able to patch me through to a tech with SanDisk. After going over a some trouble shooting steals the rep determined the microSD card was defective. She asked for my email and number so she could email me instructions on how to send this one back and get a new replacement. I know got an email or any further instructions on how to replace the defective product I got from SanDisk. Ultimately I decided it was not worth the hassle and returned the item to Amazon for a full refund."
5.0,R1CA6YGZQXMKZ8,"Reviewed in the United States on July 4, 2020",Lee Fernandez,5,The Mushroom keeps your Switch Safe.,"Many people say it's just Nintendo's logo, but honestly it's better to be safe with a company you trust. There are plenty of others out there from different brands and higher storage for a cheaper price, but there are also plenty of fake ones lurking about. Some have shown to have fried their gadget. Be safe and just get this brand that you trust for your gadget, even if this just has a mushroom and a nintendo logo on it, it is worth it. It only cost a few more dollars than the other brand but it performs pretty well. If you do research on this, it's pretty fast when you use it on there gadgets due to it's specs. My pc recognizes it quickly and it performs flawlessly. Despite not seeing this when you plug it in your gadget, it's still a pretty cool looking sd card with a power up mushroom.This use to cost a lot but it went down to a reasonable price.Overall if you find this on sale, get it. it's definitely worth it. Don't listen to what others say, it's your choice to pick something that you think looks cool and will keep your gadgets protected. I wish they had a gold one with the Zelda Triforce, to make it look even more awesome for like a 1 tera."
,R1UCLFXUPN0VVY,"Reviewed in the United States on May 5, 2020",Michael,5,"Worth buying the licensed Nintendo product, but only 59.4GB","\xa0Amazon can be such a hit or miss with electronics, so I decided to buy the genuine thing. I am not disappointed. It cost me $10 more but I can rest easy knowing my files will not be corrupted by a fake micro SD card. The one criticism is that it actually only has 59.4GB of storage. Not the full 64 as advertised. This wasn't a big deal for me though because I am using this card to transfer files, not because I need a lot of storage. Fit easily into my Switch Lite and was instantly recognized. An added bonus is that the card looks really cool with the Zelda design!"
,R1TGR788CK0PFQ,"Reviewed in the United States on January 2, 2019",troy,5,Worth the money,Perfect amount storage I’d have a lot of games that you wanna play
,RB4DV13CFV7O4,"Reviewed in the United States on June 26, 2020",XV123,3,Good card but problems,"I have never had problems with this brand before and have used many of their cards in my Switch systems.However, this particular card has been a problem.Everyone of my game in my collection (digital and physical) became corrupt. You are talking over 35 physical games and probably 25 to 30 digital games.I'm not sure what happened.I basically, had to delete all data on the card while it was in the switch and reinstall every game to get them to work. I am not sure if this has fixed my physical games for good or not.It would be a shame to lose that size of a game library over 1 memory card.At this point I would have to turn away from the Switch and go back to PC and PS4.Sorry Nintendo."
,R2I4SDC4YZZ70U,"Reviewed in the United States on December 31, 2019",mr dead,5,I'm quite happy,"I can't tell you the technical details of a memory card and which one is best to buy. However, I find this one works really well. And I have downloaded a healthy supply of games, both big and small in size and I have a lot of space left. Before coming to the switch, i had a playstation vita, and you gain a whole new appreciation of memory space once you get away from Sony and their ridiculous prices. So well played to you Nintendo.That said, when you Google search which is the best memory card to buy for the switch, it's not this one. There are other options available and there are better prices too, especially when they go on sale. I haven't really bothered to look into it too much, because, as I said before, I was just happy to find a large memory card at a decent price.It really does depend on how many games you expect to download. Playing games and collecting games seem to be two different pass times for some people. You just need to decide, of the two, which type are you."
,R1FATWBR1HZLLG,"Reviewed in the United States on July 23, 2019",Amazon Customer,1,Generic card it’s only 33 usable gb.,I got one of the fake ones. I tried to download some of my games to it and it keep saying data corrupt. I check it with ChipGenuis and it said it was generic. So I checked with H2testw and it showed 91.8gb was corrupted. I don’t know if they are all bad but this one was. It’s up to you if you wanna take a chance. I’m just gonna get them from Walmart or GameStop now.
,R1Z9DN0R6YZIX7,"Reviewed in the United States on January 11, 2020",Astrolithic,1,UPDATED - Does nothing but crash my Switch.,"UPDATED - Original post at bottomSince I was past my return window by the time I realized it was defective, and this item is not eligible for technical support, I contacted Sandisk directly to see if I could get it replaced. According to them, the SD card I received from amazon was not an actual Sandisk product. It was some kind of counterfeit knockoff that looked the part. That's why it didn't work. So I'd suggest you steer clear of this product.(Original Content)At first I thought I had an issue with a new game, then life got busy and I shelved the system for a couple months out of frustration. I decided to pick it back up over the holidays and tried to problem solve the issue. Turns out it was 100% this SD card. I took it out, restarted my system, made a few downloads to replace the data on the card, and suddenly I was completely error free. My kids can finally play Minecraft again, but I'm out $30."
,R18VVATIGNK6TS,"Reviewed in the United States on August 21, 2019",Lisa,3,It’s okay,The card came in brand new. Nothing was off about it. You don’t have to format this SD card since it’s made for the switch. I like the card a lot but it did however only show 119GB!! I thought i bought 128GB. I’m curious to know where the other 9GB went...
,R15M1R44GARBLA,"Reviewed in the United States on April 13, 2020",SnowChild,5,Works great but..,Other then the price it’s great the only reason to get it is according to other micro SD reviews the switch can’t properly be saved on them and can even end up corrupt or not work with the switch anymore. If you are willing to chance a malfunction try a cheaper option for sure but due to me needing something that I know would work and being limited on money I chose to be extremely safe and buy this. I know I could have chanced it but it was already going to take a few weeks to get here and I wanted to have something to download Minecraft on sooner rather then later. This was isn’t specifically bad in price I guess but I was thinking of getting bigger storage and man it spikes high for even 2x the storage of this one I got the 64 GB.
,R3GXAYMPVL63UN,"Reviewed in the United States on December 30, 2019",Iris,5,Buy if you want but be aware that there is cheaper options,"I bought this microSDXC card for my switch, it works for what it’s attended for and came in perfect condition so no complaints here. The only reason I bought this one specifically is because I thought the star was cute and that I might as well go overkill on the amount of Gb the SD card has. Though if you want one with smaller space they do have a Nintendo licensed mushroom SD card with 128 Gb that I think is $30. I gave this sdxc card a 4/5 stars for value for money because to be real there are cheaper SD cards out there with the same amount of space that aren’t Nintendo licensed but if money isn’t a problem it’s nice to get this cute Mario themed SD card for your switch."
6.0,R2IZG1FO1CIR3Z,"Reviewed in the United States on August 5, 2020",Jason Dillon,5,"DON'T BUY AN OFF-BRAND MICROSD! They don't always work, even if they are supposed to be compatible.","Great, high-quality product. This was very easy to use; all you have to do is insert the MicroSD card in the slot behind the Switch's kickstand. This added the digital storage I needed to expand my game library- and re-install all the games I archived to make space! WARNING: The third-party MicroSD cards or MicroSD cards that aren't licensed by Nintendo DON'T ALWAYS WORK. I have read several reviews on different MicroSD cards of people who purchased them and their switch did not recognize the MicroSD card or vice versa. A possible malfunction is NOT worth saving a few dollars. Just buy the liscensed Nintendo product for internal technology and hardware like this."
,R1Z6VOR1WNSEWT,"Reviewed in the United States on September 3, 2019",Patrick,5,Best Bait in Town,"Do you or someone you know have a roach problem?Well here's the answer you have been looking for!!This bait is the best bait in the industry in my opinion. I have lived in some really nasty places and any place that had roaches this bait would tackle both the babies and the adults. Its the best to see their little legs kicking as they die from the chemicals in the bait, and it works super fast!! The roaches show up and think they are getting the best meal of their life and then they crawl away to die.If you have any roach problems what so ever just try out this roach bait because I'm sure that you wont regret getting rid of all the roaches in your life!"
,R11MYKS3C6APD0,"Reviewed in the United States on February 13, 2020",kingpaul20,5,This is a must get for Nintendo switch,Ok I got my Nintendo switch at a target store. Upon getting the system out of the box and starting it up. I immediately go and see how much memory the system has and oh boy. There was just enough room for one big game and 2 smaller games. That’s was just about it. So getting an memory card is a must. I went to all the big stores and none of them had a licensed memory card for the Nintendo switch. So I went on amazon and found this and so far I’m very happy with it. But I find myself looking to get a bigger card ran out of room on this one. But all in all it’s was a good buy I just didn’t expect to run out of storage so fast.
,R3PV3DP8GRLV6B,"Reviewed in the United States on July 31, 2020",Carlos,4,It's cool but overpriced,"Yes. I bought this knowing I could get a less expensive 256GB micro SD card for my Switch, but cool-factor is something that is sometimes worth it in my book. This is really close to achieving that cool factor. It's Nintendo themed with the Mario star and yellow color. Very cool... but! The yellow color is only on one side and the back is black like a regular old SD card. I will likely never see the back of the card again after putting in the Switch but it bothers me and it's a missed opportunity to make it look just a bit nicer"
,R26OG86716PVKR,"Reviewed in the United States on September 2, 2020",sparky81795,4,Decent capacity; spendy for what you get,This is a great product for your Switch. Nintendo and other brands like to mislead consumers into believing that their licensed product works better than other (non-licensed) cards. Since this was my first purchase for the Switch I went for a licensed product. For 2 dollars more I purchased an additional card from Samsung that is double the capacity. This one also works perfectly fine and is now my primary storage device.Otherwise the card works as expected. Make sure you turn off your Switch before installing or removing the card. It’s nothing major but the Switch will yell at you.
,R2XW5O3G67IYYZ,"Reviewed in the United States on June 20, 2019",FreshKiwi11,4,I got 10 GB less than what I paid for.,"I save a lot of videos and pictures from KSA and Splatoon 2, not to mention I buy a lot of Nintendo's third-party games digitally,so the fact that this SD card only has 118 GB is only a little annoying. It's okay, but I'm just a bit worried that I'll have to switch SD Cards every time I want to play a game.Overall, 8.5 out of 10, would still recommend to anybody who needs a quick little fix of storage."
,R28U9OEGE9NO56,"Reviewed in the United States on January 26, 2019",Aine,5,Zelda is AWESOME!,Really nice micro sd card for Nintendo Switch. I wanted this to go with the main reason I bought the Switch... The Legend of Zelda: BOTW. This should provide me with plenty of space for my gaming... at least for a while. Price was pretty reasonable as well ($17.99).
,R15RFYQYQ4WHOT,"Reviewed in the United States on August 15, 2020",Colinyo,5,Save time - just buy this Nintendo card,I bought the non - Nintendo 256 scandisk card and just could not get it to work. Even with 2 hours of assistance from the Nintendo customer service guy.He suggested I try a smaller storage card and then I found this one that was specifically for Nintendo.I would say don’t even take a chance buying any sd card- just save yourself time and get this Nintendo card.I haven’t had any problems with this card.We have the lets go Pokémon special edition switch.
,R3SE21VD3FJDNS,"Reviewed in the United States on November 15, 2019",shannon mcmahon,1,Does not work!,I bought this for a birthday present for my son. I tried to load it but it was not working. I called Nintendo twice each time they tried to help me load the memory card. They said there was something wrong with the memory card and I should return it. Now it is past the return date so I am stuck with a memory card that does not work. The reason I bought this one is because it said it was made by Nintendo obviously it is not since so many people are having trouble.
,R2BI7I9JTDM7SE,"Reviewed in the United States on June 21, 2020",Andrew Newbill,5,The power of storage,"at first glance, 256gb of storage looks like trash compared to your now average 1tb you see on computers and consoles. After I installed it and began moving games over to my SD card, I was shook by the small dents I was making. Super smash bros? Like a small dent. Animal crossing? Psh not even visible. Some indi games? Bring it on. It was fairly expensive for the accessorie, but once you have it its like the memory cards we dealt with for the wii and GameCube are embarrassing in comparison. Id honestly say this is the best for the amount of storage. You won't be out $100 + dollars like you would with a 1tb hard drive for your ps4, Xbox, or pc. Its perfect for you're switch."
7.0,R2E2QMKL3RC0A2,"Reviewed in the United States on September 2, 2020",T,1,Fake card. Stopped working after a week.,"I recently received a Nintendo Switch as a present and Animal Crossing along with it. When the Switch's system memory filled up with screenshots, I was compelled to buy a microSD to continue saving screenshots for the game. When the package arrived, the card immediately went into use on the Switch. Didn't take it out or do anything out of the ordinary with it. After a week, I keep getting the error ""Unable to access SD card"". Tried re-seating the card in the slot, turning off/resetting multiple times, reformatting. Nothing worked.After extensive googling for solutions, there were mentions of fake SD cards on Amazon, so I took a closer look at the packaging that I barely glanced at in my excitement. It definitely seems fake since the seal between the two cardboard pieces indented on places where text was printed on, and there is color clipping on the edge of the package where there shouldn't be any..I've barely made a dent into the supposed 128 GB of storage, and now I'm left with no way to retrieve my data and out $30. I'm hesitant to initiate a return since I have saved data on this card that cannot be erased on my part, so in short.. I'm mad. >:("
,R2GZNPT0FSMFZY,"Reviewed in the United States on June 20, 2020",Brian Taylor,5,Officially licensed product for Nintendo Switch!,"I probably could have gotten any micro SD card however with so many on the market I wanted to insure proper functionality with the Nintendo switch. With this officially licensed product I know it’s going to work seamlessly, with proper data transfer speed. Plus it’s has a cool Nintendo graphic printed on it! Ordering from amazon was cheaper than in stores."
,R1TD2T5GL6FWDM,"Reviewed in the United States on December 10, 2019",Anthony Li,3,Normal retail price is not good value,"I got this on sale for my girlfriend's switch and obviously it works, and it functions well (i should hope so given it's a nintendo approved product).At the normal price this is bad value and you're getting gouged for the fact that it's a nintendo branded product and that you won't have to worry if it will ""work"" or not."
,R1WEVTQNA6C8H7,"Reviewed in the United States on October 10, 2019",stephen,5,Great value,Bought 2 of these one for my switch and one for my switch lite the second I put it in it read it in an instant just had to restart my switchesthen I was able to download my digital copy’s of breath of the wild and naruto storm trilogy card does not cover save data which can be annoying at timesbutI don’t mind it 15$ for 64gb is a steal
